ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
39,OHIO,OH,Trumbull,39155,"Trumbull County, Ohio",618.295731569602,204908.0,0.0,95466.0,164.0,86508.0,648.0,35115.0,1818.0,6546.0,522.0,24445.0,481.0,16178.0,788.0,39754.0,83.0,43080.0,86.0,29356.0,929.0,8442.0,534.7,25576.0,126.0,646.0,225.9,5106.0,388.1,4386.0,340.0,1088.0,231.2,6399.0,520.0,4036.0,326.0,17.5,0.9,6.9,0.6,24445.0,481.0,11.1,0.5,19.4,0.1,21.0,0.0,14.6,0.5,9.8,0.6,12.5,0.1,0.3,0.1,5.3,0.4,4.6,0.4,1.3,0.3,7.4,0.6,2.0,0.2,0.7241,0.5402,0.5057,0.5172,2.2874,0.5862,0.9195,0.1609,0.4828,0.6897,2.2529,0.6322,0.7816,0.4368,1.2184,0.6437,0.7241,0.3333,0.4368,0.6437,0.4943,2.6322,0.5747,8.3908,0.6552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20400.0,1151.0,10.1,0.6,188406.0
39,OHIO,OH,Tuscarawas,39157,"Tuscarawas County, Ohio",567.438383851642,92579.0,0.0,39947.0,116.0,36325.0,456.0,12379.0,933.0,2620.0,291.0,24173.0,693.0,9011.0,591.0,16513.0,57.0,21267.0,13.0,12954.0,721.0,2841.0,336.8,4485.0,2.0,815.0,242.5,1079.0,182.9,3297.0,345.0,554.0,159.7,2592.0,295.0,1085.0,245.0,13.6,1.0,5.7,0.6,24173.0,693.0,14.1,0.9,17.8,0.1,23.0,0.0,14.1,0.8,7.8,0.9,4.8,0.0,0.9,0.3,2.7,0.5,8.3,0.9,1.5,0.4,7.1,0.8,1.2,0.3,0.3908,0.2184,0.5402,0.7816,1.931,0.5057,0.7586,0.4368,0.3793,0.2414,1.8161,0.3218,0.2989,0.8391,1.1379,0.5632,0.3448,0.6552,0.6667,0.5862,0.2184,2.4713,0.4828,7.3563,0.4483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10111.0,1060.0,11.0,1.2,89298.0
39,OHIO,OH,Union,39159,"Union County, Ohio",431.742047531358,53955.0,0.0,20030.0,116.0,18798.0,290.0,3965.0,815.0,1006.0,205.0,30431.0,862.0,2892.0,364.0,6054.0,97.0,13775.0,25.0,5805.0,478.0,1534.0,263.8,4922.0,207.0,134.0,106.0,720.0,165.6,741.0,151.0,225.0,90.6,841.0,171.0,3186.0,292.0,7.9,1.6,3.7,0.7,30431.0,862.0,8.1,1.0,11.2,0.2,25.5,0.0,11.4,0.9,8.2,1.4,9.1,0.4,0.3,0.2,3.6,0.8,3.7,0.8,1.2,0.5,4.5,0.9,5.9,0.5,0.0575,0.0345,0.0805,0.1034,0.2759,0.0345,0.0115,0.931,0.1034,0.3218,1.3678,0.1724,0.5977,0.2874,0.8851,0.4253,0.5287,0.2184,0.3563,0.092,0.9195,2.1149,0.2874,4.6437,0.069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3230.0,523.0,6.4,1.0,60744.0
39,OHIO,OH,Van Wert,39161,"Van Wert County, Ohio",409.151875112554,28501.0,0.0,12662.0,59.0,11427.0,207.0,3449.0,609.0,825.0,131.0,25316.0,1140.0,1649.0,227.0,5118.0,29.0,6743.0,41.0,4219.0,298.0,947.0,143.1,1566.0,5.0,110.0,102.8,219.0,57.3,774.0,143.0,116.0,54.2,493.0,108.0,321.0,130.0,12.3,2.2,5.8,0.9,25316.0,1140.0,8.5,1.2,18.0,0.1,23.7,0.1,14.9,1.0,8.3,1.2,5.5,0.0,0.4,0.4,1.7,0.5,6.1,1.1,1.0,0.5,4.3,0.9,1.1,0.5,0.2644,0.2414,0.3908,0.1609,1.0575,0.1954,0.8046,0.6552,0.5287,0.3563,2.3448,0.7011,0.3333,0.5402,0.8736,0.4138,0.1264,0.4598,0.2414,0.069,0.1954,1.092,0.0115,5.3678,0.1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.0,388.0,8.2,1.4,25226.0
39,OHIO,OH,Vinton,39163,"Vinton County, Ohio",412.360307056562,13128.0,0.0,6174.0,30.0,4942.0,189.0,2767.0,433.0,627.0,147.0,19431.0,1065.0,1729.0,221.0,2021.0,25.0,3025.0,43.0,2754.0,299.0,536.0,120.2,410.0,18.0,13.0,72.8,71.0,39.4,1826.0,216.0,145.0,61.7,429.0,109.0,99.0,46.0,21.3,3.3,10.7,2.5,19431.0,1065.0,19.2,2.5,15.4,0.2,23.0,0.3,21.1,2.3,10.8,2.4,3.1,0.1,0.1,0.6,1.1,0.6,29.6,3.5,2.9,1.2,8.7,2.1,0.8,0.4,0.931,0.9655,0.977,0.954,3.8276,0.9885,0.2414,0.4598,0.9425,0.908,2.5517,0.8736,0.046,0.069,0.1149,0.0345,0.0345,1.0,0.9885,0.8391,0.0115,2.8736,0.6667,9.3678,0.8276,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,1301.0,241.0,10.0,1.8,10090.0
39,OHIO,OH,Warren,39165,"Warren County, Ohio",401.328836234782,222184.0,0.0,83747.0,161.0,79466.0,670.0,11581.0,1490.0,5644.0,647.0,36057.0,835.0,10533.0,804.0,28684.0,88.0,57542.0,0.0,20359.0,1030.0,4964.0,549.9,27872.0,396.0,1773.0,593.0,4920.0,485.2,824.0,238.0,528.0,133.3,2509.0,398.0,6517.0,384.0,5.4,0.7,5.0,0.6,36057.0,835.0,7.1,0.5,12.9,0.1,25.9,0.0,9.4,0.5,6.2,0.7,12.5,0.2,0.8,0.3,5.9,0.6,1.0,0.3,0.7,0.2,3.2,0.5,2.9,0.2,0.0115,0.1264,0.023,0.0345,0.1954,0.023,0.0575,0.9655,0.023,0.0575,1.1034,0.0805,0.7931,0.8276,1.6207,0.8736,0.7471,0.0345,0.0575,0.0115,0.6897,1.5402,0.1149,4.4597999999999995,0.0575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11067.0,1167.0,5.1,0.5,205153.0
39,OHIO,OH,Washington,39167,"Washington County, Ohio",631.971441243482,61154.0,0.0,28083.0,121.0,25306.0,351.0,9275.0,794.0,1321.0,231.0,25462.0,960.0,4245.0,496.0,11712.0,100.0,12166.0,55.0,12007.0,678.0,1875.0,276.9,2835.0,45.0,86.0,117.7,1221.0,179.0,3286.0,351.0,306.0,106.7,1538.0,223.0,1694.0,227.0,15.7,1.3,4.7,0.8,25462.0,960.0,9.8,1.1,19.2,0.2,19.9,0.1,19.9,1.1,7.4,1.1,4.6,0.1,0.1,0.2,4.3,0.6,11.7,1.2,1.2,0.4,6.1,0.9,2.8,0.4,0.5977,0.1034,0.3793,0.2989,1.3793,0.2874,0.8851,0.069,0.8966,0.1724,2.023,0.4828,0.2759,0.1149,0.3908,0.1034,0.6092,0.7471,0.4023,0.4023,0.6667,2.8276,0.6322,6.6207,0.3218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5220.0,567.0,8.6,0.9,61907.0
39,OHIO,OH,Wayne,39169,"Wayne County, Ohio",554.927885998134,115747.0,0.0,46002.0,160.0,43037.0,415.0,14207.0,1281.0,2453.0,337.0,24311.0,546.0,11028.0,697.0,18618.0,91.0,28538.0,0.0,12638.0,641.0,3248.0,345.3,6901.0,87.0,1245.0,236.4,1582.0,234.0,3390.0,277.0,1073.0,189.2,3923.0,367.0,3685.0,395.0,12.7,1.1,4.3,0.6,24311.0,546.0,14.6,0.9,16.1,0.1,24.7,0.0,11.0,0.6,7.5,0.8,6.0,0.1,1.2,0.2,3.4,0.5,7.4,0.6,2.5,0.4,9.1,0.8,3.2,0.3,0.2989,0.0805,0.5172,0.8391,1.7356,0.4253,0.3563,0.8966,0.0805,0.1954,1.5287,0.1954,0.3793,0.8966,1.2759,0.6897,0.4713,0.5862,0.977,0.8966,0.7471,3.6782,0.977,8.2184,0.6322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14873.0,996.0,13.0,0.9,107395.0
39,OHIO,OH,Williams,39171,"Williams County, Ohio",420.96569978371,37270.0,0.0,16522.0,158.0,15077.0,313.0,5176.0,552.0,1059.0,185.0,22757.0,962.0,2935.0,274.0,6515.0,43.0,8532.0,51.0,5204.0,398.0,1313.0,205.1,2507.0,24.0,139.0,109.3,368.0,120.7,1116.0,168.0,204.0,68.4,874.0,183.0,1263.0,239.0,14.4,1.5,5.8,1.0,22757.0,962.0,11.4,1.1,17.5,0.1,22.9,0.1,14.4,1.1,8.7,1.3,6.7,0.1,0.4,0.3,2.2,0.7,6.8,1.0,1.4,0.5,5.8,1.2,3.4,0.6,0.5057,0.2414,0.6782,0.5632,1.9885000000000002,0.5172,0.6897,0.4023,0.4253,0.4368,1.954,0.4253,0.4598,0.5057,0.9655,0.4828,0.3103,0.5287,0.4828,0.3448,0.7586,2.4253,0.4598,7.3333,0.4368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,305.0,6.6,0.8,36184.0
39,OHIO,OH,Wood,39173,"Wood County, Ohio",617.187303384268,129418.0,0.0,53406.0,186.0,50025.0,481.0,16797.0,1104.0,4445.0,456.0,28843.0,679.0,4714.0,363.0,18020.0,78.0,26785.0,0.0,13967.0,799.0,3622.0,388.4,14472.0,159.0,638.0,189.0,6001.0,516.2,3297.0,308.0,515.0,157.2,2280.0,300.0,6997.0,415.0,13.7,0.9,6.3,0.6,28843.0,679.0,5.9,0.5,13.9,0.1,20.7,0.0,10.9,0.6,7.2,0.8,11.2,0.1,0.5,0.2,11.2,1.0,6.2,0.6,1.0,0.3,4.6,0.6,5.4,0.3,0.4253,0.3678,0.1494,0.0115,0.954,0.1839,0.0805,0.092,0.069,0.1379,0.3793,0.0,0.7586,0.6207,1.3793,0.7356,0.954,0.4713,0.2759,0.1034,0.8621,2.6667,0.5862,5.3793,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7266.0,664.0,5.7,0.5,140295.0
39,OHIO,OH,Wyandot,39175,"Wyandot County, Ohio",406.864185627272,22359.0,0.0,9881.0,47.0,9144.0,163.0,2440.0,414.0,639.0,144.0,25064.0,916.0,1497.0,240.0,4011.0,87.0,5270.0,79.0,2911.0,267.0,746.0,138.6,1014.0,11.0,242.0,154.3,341.0,104.4,422.0,103.0,110.0,56.3,532.0,132.0,289.0,76.0,11.1,1.9,5.5,1.2,25064.0,916.0,9.7,1.5,17.9,0.4,23.6,0.4,13.2,1.2,8.2,1.5,4.5,0.0,1.1,0.7,3.5,1.1,4.3,1.0,1.2,0.6,5.8,1.4,1.3,0.3,0.1839,0.1954,0.4138,0.2874,1.0805,0.2069,0.7816,0.6322,0.2414,0.3103,1.9655,0.4483,0.2529,0.8851,1.1379,0.5632,0.4828,0.2874,0.3793,0.3448,0.2874,1.7816,0.1494,5.9655000000000005,0.2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.0,327.0,7.4,1.5,19353.0
